"Name","gene_name","chr","pos","Relation_to_Island","UCSC_RefGene_Group"
"cg26736341_TC21","TNF","chr6",31577565,"Shelf","exon_4;3UTR"
"cg19818722_TC21","TNF","chr6",31581485,"Island",""
"cg15553408_BC21","TNF","chr6",31581233,"Island",""
"cg02137984_BC21","TNF","chr6",31578121,"Shelf","exon_4;3UTR"
"cg11930820_TC21","TNF","chr6",31581499,"Island",""
"cg23245017_BC21","TNF","chr6",31568222,"OpenSea",""
"cg08639424_TC21","TNF","chr6",31574779,"OpenSea","TSS1500"
"cg19978379_TC21","TNF","chr6",31574894,"OpenSea","TSS1500"
"cg09365930_BC21","TNF","chr6",31570946,"OpenSea","TSS1500;TSS1500"
"cg19279042_TC21","TNF","chr6",31582313,"Shore","exon_1;exon_1"
"cg19279042_TC22","TNF","chr6",31582313,"Shore","exon_1;exon_1"
"cg19279042_TC23","TNF","chr6",31582313,"Shore","exon_1;exon_1"
"cg09365910_BC21","TNF","chr6",31568821,"OpenSea",""
"cg11699436_TC21","TNF","chr6",31568115,"OpenSea",""
